frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
43,493.232,5,0,1.66604,3.03371,0,0,0,4.69975,184,184,0,1,2.03487,2.03487,938,340,1,531,0,0,0,0,0,1351,1581.31,1.13538,43.9866,181852,28,38137,198,506401,112,152548,792,32,4,322239,638244,10311648,2552976,12864624,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
44,498.182,5,0,1.55883,3.32012,0,0,0,4.87896,185,184,0,1,2.03487,2.03487,938,339,0,534,0,0,0,0,0,1353,1583.51,1.05604,43.9866,182065,28,38137,198,506974,112,152548,792,32,4,323815,641724,10362080,2566896,12928976,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,1
45,504.411,6,0,2.98346,3.171,0,0,0,6.15446,185,185,0,1,2.03487,2.03487,943,344,0,534,0,0,0,0,0,1353,1583.51,1.05604,43.9866,182065,28,38137,198,506974,112,152548,792,32,4,323815,641724,10362080,2566896,12928976,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
46,509.193,5,0,1.35396,3.34737,0,0,0,4.70133,185,185,0,1,2.03487,2.03487,943,340,1,536,0,0,0,0,0,1356,1586.23,0.994792,43.9866,182191,28,38137,198,507316,112,152548,792,32,4,324124,642408,10371968,2569632,12941600,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
47,514.389,5,0,1.76087,3.36542,0,0,0,5.12629,186,185,0,1,2.03487,2.03487,943,339,0,538,0,0,0,0,0,1358,1589.45,1.57708,43.9866,182256,28,38137,198,507492,112,152548,792,32,4,324333,642870,10378656,2571480,12950136,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
48,519.592,5,0,1.39296,3.72087,0,0,0,5.11383,186,185,0,1,2.03487,2.03487,943,339,0,538,0,0,0,0,0,1358,1589.45,1.57708,43.9866,182256,28,38137,198,507492,112,152548,792,32,4,324333,642870,10378656,2571480,12950136,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
49,527.601,8,0,4.78679,3.14904,0,0,0,7.93583,186,186,0,1,2.03487,2.03487,948,344,0,538,0,0,0,0,0,1358,1589.45,1.57708,43.9866,182256,28,38137,198,507492,112,152548,792,32,4,324333,642870,10378656,2571480,12950136,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
50,532.58,5,0,1.46833,3.43175,0,0,0,4.90008,186,186,0,1,2.03487,2.03487,948,340,1,540,0,0,0,0,0,1361,1592.34,1.04808,43.9866,182511,28,38163,198,508210,112,152652,792,32,4,325142,644520,10404544,2578080,12982624,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
51,539.256,7,0,2.932,3.66679,0,0,0,6.59879,187,186,0,1,2.03487,2.03487,948,339,0,543,0,0,0,0,0,1363,1594.3,0.959125,43.9866,183103,28,38163,198,509867,112,152652,792,32,4,326812,648108,10457984,2592432,13050416,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
52,544.006,4,0,1.66962,3.00358,0,0,0,4.67321,187,187,0,1,2.03487,2.03487,953,342,1,543,0,0,0,0,0,1364,1594.78,0.478417,43.9866,183111,28,38411,198,509894,112,153644,792,32,4,326812,648108,10457984,2592432,13050416,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
53,548.84,5,0,1.58854,3.17521,0,0,0,4.76375,187,187,0,1,2.03487,2.03487,953,339,1,546,0,0,0,0,0,1367,1598.1,0.951542,43.9866,184224,28,38411,198,512931,112,153644,792,32,4,329596,653538,10547072,2614152,13161224,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,1
54,556.953,8,0,4.99079,3.05508,0,0,0,8.04588,188,188,0,1,2.03487,2.03487,958,344,0,548,0,0,0,0,0,1368,1599.19,1.09312,43.9866,184366,28,38411,198,513315,112,153644,792,32,4,331252,657174,10600064,2628696,13228760,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
55,561.09,5,0,1.49296,2.50658,0,0,0,3.99954,188,188,0,1,2.03487,2.03487,958,340,1,550,0,0,0,0,0,1371,1601.91,1.12979,43.9866,184633,28,38667,198,514039,112,154668,792,32,4,332671,659574,10645472,2638296,13283768,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
56,564.753,3,0,1.28396,2.32846,0,0,0,3.61242,189,188,0,1,2.03487,2.03487,958,339,0,552,0,0,0,0,0,1373,1604,0.949792,43.9866,184875,28,38667,198,514700,112,154668,792,32,4,333661,661764,10677152,2647056,13324208,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
57,570.397,6,0,2.65537,2.93354,0,0,0,5.58892,189,189,0,1,2.03487,2.03487,963,344,0,552,0,0,0,0,0,1373,1604,0.949792,43.9866,184875,28,38667,198,514700,112,154668,792,32,4,333661,661764,10677152,2647056,13324208,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
58,574.486,4,0,1.41325,2.59837,0,0,0,4.01163,189,189,0,1,2.03487,2.03487,963,340,1,554,0,0,0,0,0,1376,1606.57,1.06446,43.9866,185288,28,38923,198,515871,112,155692,792,32,4,335217,664494,10726944,2657976,13384920,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
59,578.514,4,0,1.27608,2.68433,0,0,0,3.96042,190,189,0,1,2.03487,2.03487,963,339,0,556,0,0,0,0,0,1378,1608.66,0.977584,43.9866,185484,28,38923,198,516374,112,155692,792,32,4,336359,666954,10763488,2667816,13431304,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
60,584.072,6,0,2.06275,3.42988,0,0,0,5.49263,190,190,0,1,2.03487,2.03487,968,344,0,556,0,0,0,0,0,1378,1608.66,0.977584,43.9866,185484,28,38923,198,516374,112,155692,792,32,4,336359,666954,10763488,2667816,13431304,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
61,589.082,5,0,1.77696,3.15554,0,0,0,4.9325,190,190,0,1,2.03487,2.03487,968,339,1,559,0,0,0,0,0,1382,1612.43,1.13092,43.9866,186686,28,39179,198,519763,112,156716,792,32,4,339961,673884,10878752,2695536,13574288,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
